227.425, 129.502, 8.334, 15.500 False
227.147, 129.502, 8.334, 15.533 False
226.869, 129.502, 8.334, 15.566 False
226.591, 129.503, 8.334, 15.599 False
226.314, 129.503, 8.334, 15.632 False
226.036, 129.503, 8.334, 15.665 False
225.758, 129.503, 8.334, 15.698 False
225.480, 129.503, 8.334, 15.731 False
225.203, 129.503, 8.334, 15.764 False
224.925, 129.503, 8.333, 15.797 False
224.647, 129.502, 8.333, 15.830 False
224.369, 129.502, 8.334, 15.863 False
224.091, 129.502, 8.334, 15.896 False
223.814, 129.502, 8.334, 15.929 False
223.536, 129.501, 8.334, 15.962 False
223.258, 129.501, 8.334, 15.995 False
222.980, 129.501, 8.334, 16.028 False
222.703, 129.501, 8.334, 16.061 False
222.425, 129.500, 8.334, 16.094 False
222.147, 129.500, 8.334, 16.127 False
221.869, 129.500, 8.334, 16.160 False
221.591, 129.499, 8.334, 16.193 False
221.314, 129.499, 8.334, 16.226 False
221.036, 129.499, 8.334, 16.259 False
220.758, 129.499, 8.334, 16.292 False
220.480, 129.498, 8.333, 16.325 False
220.203, 129.498, 8.333, 16.358 False
219.925, 129.498, 8.333, 16.391 False
219.647, 129.498, 8.333, 16.424 False
219.369, 129.497, 8.333, 16.457 False
219.092, 129.497, 8.333, 16.490 False
218.814, 129.497, 8.333, 16.523 False
218.536, 129.496, 8.333, 16.556 False
218.258, 129.496, 8.333, 16.589 False
217.980, 129.496, 8.333, 16.622 False
217.703, 129.496, 8.333, 16.655 False
217.425, 129.495, 8.333, 16.688 False
217.147, 129.495, 8.333, 16.721 False
216.869, 129.495, 8.333, 16.754 False
216.592, 129.495, 8.333, 16.787 False
216.314, 129.494, 8.333, 16.820 False
216.036, 129.494, 8.333, 16.853 False
215.758, 129.494, 8.333, 16.886 False
215.480, 129.494, 8.333, 16.919 False
215.203, 129.494, 8.333, 16.952 False
214.925, 129.494, 8.333, 16.985 False
214.647, 129.494, 8.333, 17.018 False
214.369, 129.494, 8.333, 17.051 False
214.092, 129.494, 8.333, 17.084 False
213.814, 129.494, 8.333, 17.117 False
213.536, 129.494, 8.333, 17.150 False
213.258, 129.494, 8.333, 17.183 False
212.980, 129.494, 8.333, 17.216 False
212.703, 129.494, 8.333, 17.249 False
212.425, 129.494, 8.333, 17.282 False
212.147, 129.494, 8.333, 17.315 False
211.869, 129.494, 8.333, 17.348 False
211.592, 129.494, 8.333, 17.381 False
211.314, 129.494, 8.333, 17.414 False
211.036, 129.494, 8.333, 17.447 False
210.758, 129.494, 8.333, 17.480 False
210.481, 129.494, 8.333, 17.513 False
210.203, 129.494, 8.333, 17.546 False
209.925, 129.494, 8.333, 17.579 False
209.647, 129.494, 8.333, 17.612 False
209.369, 129.494, 8.333, 17.645 False
209.092, 129.494, 8.333, 17.678 False
208.814, 129.494, 8.333, 17.711 False
208.536, 129.494, 8.333, 17.744 False
208.258, 129.494, 8.333, 17.777 False
207.981, 129.494, 8.333, 17.810 False
207.703, 129.494, 8.333, 17.843 False
207.425, 129.494, 8.333, 17.876 False
207.147, 129.494, 8.333, 17.909 False
206.869, 129.494, 8.333, 17.942 False
206.592, 129.493, 8.333, 17.975 False
206.314, 129.493, 8.333, 18.008 False
206.036, 129.493, 8.333, 18.041 False
205.758, 129.493, 8.333, 18.074 False
205.481, 129.493, 8.333, 18.107 False
205.203, 129.493, 8.333, 18.140 False
204.925, 129.493, 8.333, 18.173 False
204.647, 129.493, 8.333, 18.206 False
204.370, 129.493, 8.333, 18.239 False
204.092, 129.493, 8.333, 18.272 False
203.814, 129.493, 8.333, 18.305 False
203.536, 129.493, 8.333, 18.338 False
203.258, 129.493, 8.333, 18.371 False
202.981, 129.492, 8.333, 18.404 False
202.703, 129.492, 8.333, 18.437 False
202.425, 129.493, 8.333, 18.470 False
202.147, 129.493, 8.333, 18.503 False
201.870, 129.493, 8.333, 18.536 False
201.592, 129.494, 8.333, 18.569 False
201.314, 129.494, 8.333, 18.602 False
201.036, 129.494, 8.333, 18.635 False
200.758, 129.494, 8.333, 18.668 False
200.481, 129.494, 8.333, 18.701 False
200.203, 129.494, 8.333, 18.734 False
199.925, 129.494, 8.333, 18.767 False
199.647, 129.494, 8.333, 18.800 False
199.370, 129.494, 8.333, 18.833 False
199.092, 129.494, 8.333, 18.866 False
198.814, 129.495, 8.333, 18.899 False
198.536, 129.495, 8.333, 18.932 False
198.259, 129.495, 8.333, 18.965 False
197.981, 129.495, 8.333, 18.998 False
197.703, 129.495, 8.333, 19.031 False
197.425, 129.495, 8.333, 19.064 False
197.147, 129.495, 8.333, 19.097 False
196.870, 129.495, 8.333, 19.130 False
196.592, 129.495, 8.333, 19.163 False
196.314, 129.495, 8.333, 19.196 False
196.036, 129.495, 8.333, 19.229 False
195.759, 129.495, 8.333, 19.262 False
195.481, 129.495, 8.333, 19.295 False
195.203, 129.495, 8.333, 19.328 False
194.925, 129.495, 8.333, 19.361 False
194.647, 129.495, 8.333, 19.394 False
194.370, 129.495, 8.333, 19.427 False
194.092, 129.495, 8.333, 19.460 False
193.814, 129.495, 8.333, 19.493 False
193.536, 129.495, 8.333, 19.526 False
193.259, 129.494, 8.333, 19.559 False
192.981, 129.494, 8.333, 19.592 False
192.703, 129.494, 8.333, 19.625 False
192.425, 129.494, 8.333, 19.658 False
192.147, 129.494, 8.333, 19.691 False
191.870, 129.494, 8.333, 19.724 False
191.592, 129.494, 8.333, 19.757 False
191.314, 129.494, 8.333, 19.790 False
191.036, 129.494, 8.333, 19.823 False
190.759, 129.494, 8.333, 19.856 False
190.481, 129.494, 8.333, 19.889 False
190.203, 129.494, 8.333, 19.922 False
189.925, 129.494, 8.333, 19.955 False
189.648, 129.494, 8.333, 19.988 False
189.370, 129.494, 8.333, 20.021 False
189.092, 129.493, 8.333, 20.054 False
188.814, 129.493, 8.333, 20.087 False
188.536, 129.493, 8.333, 20.120 False
188.259, 129.493, 8.333, 20.153 False
187.981, 129.493, 8.333, 20.186 False
187.703, 129.493, 8.333, 20.219 False
187.425, 129.493, 8.333, 20.252 False
187.148, 129.493, 8.333, 20.285 False
186.870, 129.493, 8.333, 20.318 False
186.592, 129.493, 8.333, 20.351 False
186.314, 129.493, 8.333, 20.384 False
186.036, 129.492, 8.333, 20.417 False
185.759, 129.492, 8.333, 20.450 False
185.481, 129.492, 8.333, 20.483 False
185.203, 129.492, 8.333, 20.516 False
184.925, 129.492, 8.333, 20.549 False
184.648, 129.492, 8.333, 20.582 False
184.370, 129.492, 8.333, 20.615 False
184.092, 129.492, 8.333, 20.648 False
183.814, 129.492, 8.333, 20.681 False
183.537, 129.492, 8.333, 20.714 False
183.259, 129.492, 8.333, 20.747 False
182.981, 129.492, 8.333, 20.780 False
182.703, 129.491, 8.333, 20.813 False
182.425, 129.491, 8.333, 20.846 False
182.148, 129.491, 8.333, 20.879 False
181.870, 129.491, 8.333, 20.912 False
181.592, 129.491, 8.333, 20.945 False
181.314, 129.491, 8.333, 20.978 False
181.037, 129.491, 8.333, 21.011 False
180.759, 129.491, 8.333, 21.044 False
180.481, 129.491, 8.333, 21.077 False
180.203, 129.491, 8.333, 21.110 False
179.925, 129.491, 8.333, 21.143 False
179.648, 129.491, 8.333, 21.176 False
179.370, 129.491, 8.333, 21.209 False
179.092, 129.491, 8.333, 21.242 False
178.814, 129.490, 8.333, 21.275 False
178.537, 129.490, 8.333, 21.308 False
178.259, 129.490, 8.333, 21.341 False
177.981, 129.490, 8.333, 21.374 False
177.703, 129.490, 8.333, 21.407 False
177.426, 129.490, 8.333, 21.440 False
177.148, 129.490, 8.333, 21.473 False
176.870, 129.490, 8.333, 21.506 False
176.592, 129.490, 8.333, 21.539 False
176.314, 129.490, 8.333, 21.572 False
176.037, 129.490, 8.333, 21.605 False
175.759, 129.490, 8.333, 21.638 False
175.481, 129.490, 8.333, 21.671 False
175.203, 129.490, 8.333, 21.704 False
174.926, 129.490, 8.333, 21.737 False
174.648, 129.490, 8.333, 21.770 False
174.370, 129.490, 8.333, 21.803 False
174.092, 129.491, 8.333, 21.836 False
173.814, 129.491, 8.333, 21.869 False
173.537, 129.491, 8.333, 21.902 False
173.259, 129.491, 8.333, 21.935 False
